model,step,variant,eval_config,subset,accuracy,count,extracted,path
AO,7500,ema,mot,AI2ThorPT2P_td_ego_dir,71.42857142857143,329,329,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_answer_only/ao_td_path_8gpu/0007500_full_ema/eval/bagel_mot/bagel_mot_AI2ThorPT2P_td_ego_dir.xlsx
AO,7500,ema,mot,AI2ThorPT2P_td_ego_dir_arrow,71.81008902077151,337,337,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_answer_only/ao_td_path_8gpu/0007500_full_ema/eval/AI2ThorPT2P_td_ego_dir_arrow/bagel_mot/bagel_mot_AI2ThorPT2P_td_ego_dir_arrow.xlsx
AO,7500,ema,mot,AI2ThorPT2P_td_ego_side,75.06172839506173,405,405,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_answer_only/ao_td_path_8gpu/0007500_full_ema/eval/AI2ThorPT2P_td_ego_side/bagel_mot/bagel_mot_AI2ThorPT2P_td_ego_side.xlsx
AO,7500,ema,mot,AI2ThorPT2P_td_ego_side_arrow,78.49162011173185,358,358,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_answer_only/ao_td_path_8gpu/0007500_full_ema/eval/AI2ThorPT2P_td_ego_side_arrow/bagel_mot/bagel_mot_AI2ThorPT2P_td_ego_side_arrow.xlsx
AO,7500,ema,mot,AI2ThorPT2P_td_midpoint,78.92561983471074,242,242,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_answer_only/ao_td_path_8gpu/0007500_full_ema/eval/AI2ThorPT2P_td_midpoint/bagel_mot/bagel_mot_AI2ThorPT2P_td_midpoint.xlsx
AO,7500,ema,mot,AI2ThorPT2P_td_path,75.0,532,532,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_answer_only/ao_td_path_8gpu/0007500_full_ema/eval/AI2ThorPT2P_td_path/bagel_mot/bagel_mot_AI2ThorPT2P_td_path.xlsx
AO,7500,ema,mot,AI2ThorPT2P_td_path_arrow,76.89594356261023,567,567,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_answer_only/ao_td_path_8gpu/0007500_full_ema/eval/AI2ThorPT2P_td_path_arrow/bagel_mot/bagel_mot_AI2ThorPT2P_td_path_arrow.xlsx
AO,7500,ema,mot,AI2ThorPathTracing,73.10513447432763,409,409,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_answer_only/ao_td_path_8gpu/0007500_full_ema/eval/bagel_mot/bagel_mot_AI2ThorPathTracing.xlsx
AO,7500,ema,mot,AI2ThorPerspective_Arrow,54.77765689115933,278,278,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_answer_only/ao_td_path_8gpu/0007500_full_ema/eval/bagel_mot/bagel_mot_AI2ThorPerspective_Arrow.xlsx
AO,7500,ema,mot,AI2ThorPerspective_NoArrow,50.997035783896195,278,278,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_answer_only/ao_td_path_8gpu/0007500_full_ema/eval/bagel_mot/bagel_mot_AI2ThorPerspective_NoArrow.xlsx
AO,7500,noema,mot,AI2ThorPT2P_dh_midpoint,75.92592592592592,162,162,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_answer_only/ao_td_path_8gpu/0007500_full_noema/eval/AI2ThorPT2P_dh_midpoint/bagel_mot/bagel_mot_AI2ThorPT2P_dh_midpoint.xlsx
AO,7500,noema,mot,AI2ThorPT2P_td_ego_dir,68.69300911854104,329,329,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_answer_only/ao_td_path_8gpu/0007500_full_noema/eval/AI2ThorPT2P_td_ego_dir/bagel_mot/bagel_mot_AI2ThorPT2P_td_ego_dir.xlsx
AO,7500,noema,mot,AI2ThorPT2P_td_ego_dir_arrow,66.46884272997032,337,337,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_answer_only/ao_td_path_8gpu/0007500_full_noema/eval/AI2ThorPT2P_td_ego_dir_arrow/bagel_mot/bagel_mot_AI2ThorPT2P_td_ego_dir_arrow.xlsx
AO,7500,noema,mot,AI2ThorPT2P_td_ego_side,78.51851851851852,405,405,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_answer_only/ao_td_path_8gpu/0007500_full_noema/eval/bagel_mot/bagel_mot_AI2ThorPT2P_td_ego_side.xlsx
AO,7500,noema,mot,AI2ThorPT2P_td_ego_side_arrow,76.81564245810057,358,358,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_answer_only/ao_td_path_8gpu/0007500_full_noema/eval/AI2ThorPT2P_td_ego_side_arrow/bagel_mot/bagel_mot_AI2ThorPT2P_td_ego_side_arrow.xlsx
AO,7500,noema,mot,AI2ThorPT2P_td_midpoint,74.79338842975206,242,242,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_answer_only/ao_td_path_8gpu/0007500_full_noema/eval/AI2ThorPT2P_td_midpoint/bagel_mot/bagel_mot_AI2ThorPT2P_td_midpoint.xlsx
AO,7500,noema,mot,AI2ThorPT2P_td_path,80.26315789473685,532,532,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_answer_only/ao_td_path_8gpu/0007500_full_noema/eval/AI2ThorPT2P_td_path/bagel_mot/bagel_mot_AI2ThorPT2P_td_path.xlsx
AO,7500,noema,mot,AI2ThorPT2P_td_path_arrow,79.01234567901234,567,567,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_answer_only/ao_td_path_8gpu/0007500_full_noema/eval/AI2ThorPT2P_td_path_arrow/bagel_mot/bagel_mot_AI2ThorPT2P_td_path_arrow.xlsx
AO,7500,noema,mot,AI2ThorPathTracing,84.3520782396088,409,409,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_answer_only/ao_td_path_8gpu/0007500_full_noema/eval/bagel_mot/bagel_mot_AI2ThorPathTracing.xlsx
AO,7500,noema,mot,AI2ThorPerspective_Arrow,53.821122607949725,278,278,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_answer_only/ao_td_path_8gpu/0007500_full_noema/eval/bagel_mot/bagel_mot_AI2ThorPerspective_Arrow.xlsx
AO,7500,noema,mot,AI2ThorPerspective_NoArrow,53.20130127131026,278,278,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_answer_only/ao_td_path_8gpu/0007500_full_noema/eval/bagel_mot/bagel_mot_AI2ThorPerspective_NoArrow.xlsx
MMCoT,6000,ema,vcot,AI2ThorPT2P_td_path,43.984962406015036,532,523,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_mmcot/mmcot_td_path_8gpu/0006000_full_ema/eval/bagel_mot_vcot/bagel_mot_vcot_AI2ThorPT2P_td_path.xlsx
MMCoT,6000,ema,vcot,AI2ThorPT2P_td_path_arrow,41.7989417989418,567,559,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_mmcot/mmcot_td_path_8gpu/0006000_full_ema/eval/bagel_mot_vcot/bagel_mot_vcot_AI2ThorPT2P_td_path_arrow.xlsx
MMCoT,6000,ema,vcot,SAT_perspective,57.57575757575758,66,65,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_mmcot/mmcot_td_path_8gpu/0006000_full_ema/eval/bagel_mot_vcot/bagel_mot_vcot_SAT_perspective.xlsx
MMCoT,6000,noema,vcot,AI2ThorPT2P_td_path,56.766917293233085,532,532,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_mmcot/mmcot_td_path_8gpu/0006000_full_noema/eval/bagel_mot_vcot/bagel_mot_vcot_AI2ThorPT2P_td_path.xlsx
MMCoT,6000,noema,vcot,AI2ThorPT2P_td_path_arrow,51.49911816578483,567,566,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_mmcot/mmcot_td_path_8gpu/0006000_full_noema/eval/bagel_mot_vcot/bagel_mot_vcot_AI2ThorPT2P_td_path_arrow.xlsx
MMCoT,7000,ema,vcot,AI2ThorPT2P_dh_midpoint,67.90123456790124,162,161,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_mmcot/mmcot_td_path_8gpu/0007000_full_ema/eval/bagel_mot_vcot/bagel_mot_vcot_AI2ThorPT2P_dh_midpoint.xlsx
MMCoT,7000,noema,vcot,AI2ThorPT2P_dh_midpoint,55.55555555555556,162,162,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_mmcot/mmcot_td_path_8gpu/0007000_full_noema/eval/bagel_mot_vcot/bagel_mot_vcot_AI2ThorPT2P_dh_midpoint.xlsx
TextCoT,1500,ema,mot,AI2ThorPT2P_dh_midpoint,56.79012345679012,162,148,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0001500_full_ema/eval/AI2ThorPT2P_dh_midpoint/bagel_mot/bagel_mot_AI2ThorPT2P_dh_midpoint.xlsx
TextCoT,1500,ema,mot,AI2ThorPT2P_td_ego_dir,45.8966565349544,329,321,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0001500_full_ema/eval/AI2ThorPT2P_td_ego_dir/bagel_mot/bagel_mot_AI2ThorPT2P_td_ego_dir.xlsx
TextCoT,1500,ema,mot,AI2ThorPT2P_td_ego_dir_arrow,48.6646884272997,337,326,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0001500_full_ema/eval/AI2ThorPT2P_td_ego_dir_arrow/bagel_mot/bagel_mot_AI2ThorPT2P_td_ego_dir_arrow.xlsx
TextCoT,1500,ema,mot,AI2ThorPT2P_td_ego_side,44.93827160493827,405,396,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0001500_full_ema/eval/AI2ThorPT2P_td_ego_side/bagel_mot/bagel_mot_AI2ThorPT2P_td_ego_side.xlsx
TextCoT,1500,ema,mot,AI2ThorPT2P_td_ego_side_arrow,50.83798882681564,358,352,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0001500_full_ema/eval/AI2ThorPT2P_td_ego_side_arrow/bagel_mot/bagel_mot_AI2ThorPT2P_td_ego_side_arrow.xlsx
TextCoT,1500,ema,mot,AI2ThorPT2P_td_midpoint,47.107438016528924,242,225,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0001500_full_ema/eval/AI2ThorPT2P_td_midpoint/bagel_mot/bagel_mot_AI2ThorPT2P_td_midpoint.xlsx
TextCoT,1500,ema,mot,AI2ThorPT2P_td_path,31.390977443609025,532,453,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0001500_full_ema/eval/AI2ThorPT2P_td_path/bagel_mot/bagel_mot_AI2ThorPT2P_td_path.xlsx
TextCoT,1500,ema,mot,AI2ThorPT2P_td_path_arrow,33.33333333333333,567,487,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0001500_full_ema/eval/AI2ThorPT2P_td_path_arrow/bagel_mot/bagel_mot_AI2ThorPT2P_td_path_arrow.xlsx
TextCoT,1500,ema,mot,AI2ThorPathTracing,33.007334963325185,409,353,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0001500_full_ema/eval/AI2ThorPathTracing/bagel_mot/bagel_mot_AI2ThorPathTracing.xlsx
TextCoT,1500,noema,mot,AI2ThorPT2P_dh_midpoint,72.22222222222221,162,162,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0001500_full_noema/eval/AI2ThorPT2P_dh_midpoint/bagel_mot/bagel_mot_AI2ThorPT2P_dh_midpoint.xlsx
TextCoT,1500,noema,mot,AI2ThorPT2P_td_ego_dir,53.799392097264445,329,329,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0001500_full_noema/eval/AI2ThorPT2P_td_ego_dir/bagel_mot/bagel_mot_AI2ThorPT2P_td_ego_dir.xlsx
TextCoT,1500,noema,mot,AI2ThorPT2P_td_ego_dir_arrow,51.33531157270029,337,337,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0001500_full_noema/eval/AI2ThorPT2P_td_ego_dir_arrow/bagel_mot/bagel_mot_AI2ThorPT2P_td_ego_dir_arrow.xlsx
TextCoT,1500,noema,mot,AI2ThorPT2P_td_ego_side,68.88888888888889,405,405,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0001500_full_noema/eval/AI2ThorPT2P_td_ego_side/bagel_mot/bagel_mot_AI2ThorPT2P_td_ego_side.xlsx
TextCoT,1500,noema,mot,AI2ThorPT2P_td_ego_side_arrow,67.87709497206704,358,358,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0001500_full_noema/eval/AI2ThorPT2P_td_ego_side_arrow/bagel_mot/bagel_mot_AI2ThorPT2P_td_ego_side_arrow.xlsx
TextCoT,1500,noema,mot,AI2ThorPT2P_td_midpoint,67.35537190082644,242,242,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0001500_full_noema/eval/AI2ThorPT2P_td_midpoint/bagel_mot/bagel_mot_AI2ThorPT2P_td_midpoint.xlsx
TextCoT,1500,noema,mot,AI2ThorPT2P_td_path,62.21804511278195,532,532,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0001500_full_noema/eval/AI2ThorPT2P_td_path/bagel_mot/bagel_mot_AI2ThorPT2P_td_path.xlsx
TextCoT,1500,noema,mot,AI2ThorPT2P_td_path_arrow,63.66843033509701,567,567,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0001500_full_noema/eval/AI2ThorPT2P_td_path_arrow/bagel_mot/bagel_mot_AI2ThorPT2P_td_path_arrow.xlsx
TextCoT,1500,noema,mot,AI2ThorPathTracing,68.21515892420538,409,409,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0001500_full_noema/eval/AI2ThorPathTracing/bagel_mot/bagel_mot_AI2ThorPathTracing.xlsx
TextCoT,1500,noema,mot,SAT_perspective,59.09090909090909,66,64,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0001500_full_noema/eval/bagel_mot/bagel_mot_SAT_perspective.xlsx
TextCoT,2000,ema,mot,AI2ThorPT2P_dh_midpoint,54.93827160493827,162,142,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0002000_full_ema/eval/AI2ThorPT2P_dh_midpoint/bagel_mot/bagel_mot_AI2ThorPT2P_dh_midpoint.xlsx
TextCoT,2000,ema,mot,AI2ThorPT2P_td_ego_dir,46.808510638297875,329,325,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0002000_full_ema/eval/AI2ThorPT2P_td_ego_dir/bagel_mot/bagel_mot_AI2ThorPT2P_td_ego_dir.xlsx
TextCoT,2000,ema,mot,AI2ThorPT2P_td_ego_dir_arrow,47.774480712166174,337,333,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0002000_full_ema/eval/AI2ThorPT2P_td_ego_dir_arrow/bagel_mot/bagel_mot_AI2ThorPT2P_td_ego_dir_arrow.xlsx
TextCoT,2000,ema,mot,AI2ThorPT2P_td_ego_side,43.7037037037037,405,395,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0002000_full_ema/eval/AI2ThorPT2P_td_ego_side/bagel_mot/bagel_mot_AI2ThorPT2P_td_ego_side.xlsx
TextCoT,2000,ema,mot,AI2ThorPT2P_td_ego_side_arrow,48.882681564245814,358,351,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0002000_full_ema/eval/AI2ThorPT2P_td_ego_side_arrow/bagel_mot/bagel_mot_AI2ThorPT2P_td_ego_side_arrow.xlsx
TextCoT,2000,ema,mot,AI2ThorPT2P_td_path,32.33082706766917,532,444,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0002000_full_ema/eval/bagel_mot/bagel_mot_AI2ThorPT2P_td_path.xlsx
TextCoT,2000,ema,mot,AI2ThorPT2P_td_path_arrow,35.273368606701936,567,492,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0002000_full_ema/eval/bagel_mot/bagel_mot_AI2ThorPT2P_td_path_arrow.xlsx
TextCoT,2000,ema,mot,AI2ThorPathTracing,31.54034229828851,409,355,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0002000_full_ema/eval/AI2ThorPathTracing/bagel_mot/bagel_mot_AI2ThorPathTracing.xlsx
TextCoT,2000,ema,mot,AI2ThorPerspective_Arrow,31.03693173061328,278,246,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0002000_full_ema/eval/bagel_mot/bagel_mot_AI2ThorPerspective_Arrow.xlsx
TextCoT,2000,ema,mot,AI2ThorPerspective_NoArrow,41.64656933640588,278,236,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0002000_full_ema/eval/bagel_mot/bagel_mot_AI2ThorPerspective_NoArrow.xlsx
TextCoT,2000,noema,mot,AI2ThorPT2P_dh_midpoint,64.81481481481481,162,162,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0002000_full_noema/eval/AI2ThorPT2P_dh_midpoint/bagel_mot/bagel_mot_AI2ThorPT2P_dh_midpoint.xlsx
TextCoT,2000,noema,mot,AI2ThorPT2P_td_ego_dir,55.62310030395137,329,329,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0002000_full_noema/eval/AI2ThorPT2P_td_ego_dir/bagel_mot/bagel_mot_AI2ThorPT2P_td_ego_dir.xlsx
TextCoT,2000,noema,mot,AI2ThorPT2P_td_ego_dir_arrow,56.97329376854599,337,337,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0002000_full_noema/eval/AI2ThorPT2P_td_ego_dir_arrow/bagel_mot/bagel_mot_AI2ThorPT2P_td_ego_dir_arrow.xlsx
TextCoT,2000,noema,mot,AI2ThorPT2P_td_ego_side,69.38271604938272,405,405,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0002000_full_noema/eval/AI2ThorPT2P_td_ego_side/bagel_mot/bagel_mot_AI2ThorPT2P_td_ego_side.xlsx
TextCoT,2000,noema,mot,AI2ThorPT2P_td_ego_side_arrow,65.08379888268156,358,358,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0002000_full_noema/eval/AI2ThorPT2P_td_ego_side_arrow/bagel_mot/bagel_mot_AI2ThorPT2P_td_ego_side_arrow.xlsx
TextCoT,2000,noema,mot,AI2ThorPT2P_td_midpoint,62.396694214876035,242,242,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0002000_full_noema/eval/AI2ThorPT2P_td_midpoint/bagel_mot/bagel_mot_AI2ThorPT2P_td_midpoint.xlsx
TextCoT,2000,noema,mot,AI2ThorPT2P_td_path,64.47368421052632,532,532,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0002000_full_noema/eval/AI2ThorPT2P_td_path/bagel_mot/bagel_mot_AI2ThorPT2P_td_path.xlsx
TextCoT,2000,noema,mot,AI2ThorPT2P_td_path_arrow,61.19929453262787,567,567,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0002000_full_noema/eval/AI2ThorPT2P_td_path_arrow/bagel_mot/bagel_mot_AI2ThorPT2P_td_path_arrow.xlsx
TextCoT,2000,noema,mot,AI2ThorPathTracing,70.4156479217604,409,409,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0002000_full_noema/eval/AI2ThorPathTracing/bagel_mot/bagel_mot_AI2ThorPathTracing.xlsx
TextCoT,2000,noema,mot,AI2ThorPerspective_Arrow,47.667693894682145,278,278,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0002000_full_noema/eval/bagel_mot/bagel_mot_AI2ThorPerspective_Arrow.xlsx
TextCoT,2000,noema,mot,AI2ThorPerspective_NoArrow,50.11968868080922,278,277,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_text_cot/textcot_td_path_8gpu/0002000_full_noema/eval/bagel_mot/bagel_mot_AI2ThorPerspective_NoArrow.xlsx
VCoT_debug,1000,full,vcot,AI2ThorPT2P_dh_midpoint,52.46913580246913,162,147,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_dh_midpoint_vcot/vcot_debug_8gpu/0001000_full/eval/bagel_mot_vcot/bagel_mot_vcot_AI2ThorPT2P_dh_midpoint.xlsx
VCoT_debug,1000,noema,vcot,AI2ThorPT2P_dh_midpoint,62.96296296296296,162,162,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_dh_midpoint_vcot/vcot_debug_8gpu/0001000_full_noema/eval/bagel_mot_vcot/bagel_mot_vcot_AI2ThorPT2P_dh_midpoint.xlsx
VCoT_debug,2000,ema,vcot,AI2ThorPT2P_dh_midpoint,46.913580246913575,162,137,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_dh_midpoint_vcot/vcot_debug_8gpu/0002000_full_ema/eval/bagel_mot_vcot/bagel_mot_vcot_AI2ThorPT2P_dh_midpoint.xlsx
VCoT_debug,2000,noema,vcot,AI2ThorPT2P_dh_midpoint,67.28395061728395,162,162,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_dh_midpoint_vcot/vcot_debug_8gpu/0002000_full_noema/eval/bagel_mot_vcot/bagel_mot_vcot_AI2ThorPT2P_dh_midpoint.xlsx
VCoT_l64,6000,ema,vcot,AI2ThorPT2P_dh_midpoint,11.11111111111111,162,40,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_cot_l64/phase2_l64_8gpu/0006000_full_ema/eval/bagel_mot_vcot/bagel_mot_vcot_AI2ThorPT2P_dh_midpoint.xlsx
VCoT_l64,6000,noema,vcot,AI2ThorPT2P_dh_midpoint,52.46913580246913,162,157,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_cot_l64/phase2_l64_8gpu/0006000_full_noema/eval/bagel_mot_vcot/bagel_mot_vcot_AI2ThorPT2P_dh_midpoint.xlsx
VCoT_l64,7000,ema,mot,AI2ThorPT2P_dh_midpoint,0.0,162,0,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_cot_l64/vcot_td_path_l64_8gpu/0007000_full_ema/eval/AI2ThorPT2P_dh_midpoint/bagel_mot/bagel_mot_AI2ThorPT2P_dh_midpoint.xlsx
VCoT_l64,7000,ema,mot,AI2ThorPT2P_td_path,0.0,532,0,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_cot_l64/vcot_td_path_l64_8gpu/0007000_full_ema/eval/AI2ThorPT2P_td_path/bagel_mot/bagel_mot_AI2ThorPT2P_td_path.xlsx
VCoT_l64,7000,ema,mot,AI2ThorPT2P_td_path_arrow,0.0,567,0,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_cot_l64/vcot_td_path_l64_8gpu/0007000_full_ema/eval/AI2ThorPT2P_td_path_arrow/bagel_mot/bagel_mot_AI2ThorPT2P_td_path_arrow.xlsx
VCoT_l64,7000,noema,mot,AI2ThorPT2P_dh_midpoint,0.0,162,0,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_cot_l64/vcot_td_path_l64_8gpu/0007000_full_noema/eval/AI2ThorPT2P_dh_midpoint/bagel_mot/bagel_mot_AI2ThorPT2P_dh_midpoint.xlsx
VCoT_l64,7000,noema,mot,AI2ThorPT2P_td_path,0.0,532,0,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_cot_l64/vcot_td_path_l64_8gpu/0007000_full_noema/eval/AI2ThorPT2P_td_path/bagel_mot/bagel_mot_AI2ThorPT2P_td_path.xlsx
VCoT_l64,7000,noema,mot,AI2ThorPT2P_td_path_arrow,0.0,567,0,/gpfs/scrubbed/krishna/linjli/bagel_debug_output/tifa_v3_td_path_cot_l64/vcot_td_path_l64_8gpu/0007000_full_noema/eval/AI2ThorPT2P_td_path_arrow/bagel_mot/bagel_mot_AI2ThorPT2P_td_path_arrow.xlsx
